"price","bedrooms","grade","has_basement","living_in_m2","renovated","nice_view","perfect_condition","real_bathrooms","has_lavatory","single_floor","month","quartile_zone","year"
489900,2,2,0,156.07704,0,0,0,1,0,1,8,3,2014
438000,2,3,1,217.39302,0,0,0,2,1,1,1,4,2015
292000,2,3,0,149.57383,0,0,0,2,1,0,1,1,2015
730000,3,3,1,203.45757,0,0,0,2,1,0,3,4,2015
245000,2,1,0,110.55457,0,0,1,2,0,0,7,2,2014
426500,3,4,0,250.8381,0,0,0,2,1,0,7,2,2014
499000,2,2,1,117.98681,0,0,0,1,0,1,3,3,2015
395000,3,2,0,165.36734,0,0,0,2,0,0,10,2,2014
863000,3,4,1,260.1284,1,0,0,1,1,1,9,3,2014
460000,3,2,1,236.90265,0,0,0,2,1,1,6,2,2014
157000,1,1,0,80.82561,0,0,0,1,0,1,11,1,2014
589000,3,2,1,178.37376,0,0,1,1,1,1,8,3,2014
372500,3,2,0,147.71577,0,0,0,1,1,0,5,2,2014
630000,3,4,1,248.05101,0,0,0,2,0,0,7,3,2014
425000,3,2,1,212.74787,0,0,0,1,1,1,2,2,2015
162950,1,3,0,88.25785,0,0,0,1,0,1,7,1,2014
475000,3,4,0,196.95436,0,0,0,2,1,0,8,3,2014
302000,3,2,0,202.52854,0,0,0,2,1,0,5,2,2014
220500,1,1,0,91.97397,0,0,0,1,0,1,9,3,2014
4e+05,3,3,0,248.05101,0,1,0,1,1,0,6,1,2014
212500,1,1,0,95.69009,0,0,0,2,0,1,6,1,2014
496700,2,3,0,161.65122,0,0,0,2,1,0,5,3,2014
230000,3,1,0,179.30279,1,0,0,2,0,0,5,1,2014
802945,3,4,0,366.96685,0,0,0,3,1,0,4,3,2015
215000,3,2,0,139.3545,0,0,0,2,1,0,7,1,2014
395000,1,3,1,125.41905,0,0,0,2,1,0,6,3,2014
560000,2,3,0,176.5157,0,0,0,2,1,0,5,4,2014
509000,1,3,0,179.30279,0,0,0,1,1,0,7,4,2014
495000,3,2,1,232.2575,0,1,0,3,1,1,5,1,2015
621000,2,2,0,124.49002,0,0,0,1,0,0,10,4,2014
537000,3,2,1,144.92868,0,0,0,2,0,0,8,4,2014
715000,2,5,1,284.28318,0,0,0,3,1,0,11,4,2014
3e+05,2,2,0,157.9351,0,0,0,1,1,0,10,1,2014
365070,3,2,0,232.814918,0,0,0,2,1,0,3,1,2015
370000,1,2,1,118.91584,0,0,0,2,1,0,5,2,2014
525000,1,2,0,89.18688,1,0,0,1,1,1,9,4,2014
810000,3,4,1,329.80565,0,0,0,3,1,0,10,2,2014
1027375,2,5,1,351.17334,0,1,0,3,1,1,9,4,2014
185000,2,2,0,139.3545,0,0,0,1,1,1,4,1,2015
425000,2,3,1,232.2575,0,0,0,1,1,1,9,2,2014
245000,2,2,1,184.87697,0,0,0,3,0,1,9,1,2014
250000,3,1,0,143.99965,0,0,0,1,0,0,3,1,2015
510000,2,5,0,235.97362,0,0,0,2,1,0,11,4,2014
725000,2,4,0,331.66371,0,0,0,2,1,0,9,3,2014
390000,1,1,1,173.72861,0,0,0,1,1,0,10,2,2014
225000,2,2,1,201.59951,0,0,0,2,1,1,2,2,2015
1027375,3,4,0,366.96685,0,0,0,3,0,0,10,4,2014
555000,3,3,1,200.67048,1,0,0,2,1,1,3,4,2015
675000,2,2,1,236.90265,0,0,0,2,1,0,7,3,2014
464050,1,2,0,72.46434,0,0,0,1,0,1,10,3,2014
389000,2,3,1,125.41905,0,0,0,2,1,0,1,3,2015
542000,3,2,1,176.5157,0,0,0,1,1,1,5,4,2014
345000,1,1,0,100.33524,0,0,0,1,0,1,7,3,2014
275000,1,2,1,119.84487,0,0,0,2,0,1,12,2,2014
670000,3,3,0,265.70258,0,0,1,2,1,0,7,3,2014
739900,3,3,0,305.65087,0,0,0,2,1,0,7,4,2014
650000,3,4,0,245.26392,0,0,0,2,1,0,9,4,2014
785000,3,4,0,303.79281,0,0,0,2,1,0,11,3,2014
1027375,3,3,1,216.46399,0,1,0,2,1,1,4,3,2015
475000,1,1,0,85.47076,0,0,0,1,0,1,2,2,2015
525000,2,2,0,139.3545,0,0,0,1,0,1,4,4,2015
845000,3,5,0,267.56064,0,0,0,2,1,1,10,4,2014
653000,3,2,0,289.85736,0,0,0,2,1,0,1,4,2015
759900,3,3,0,278.709,0,0,0,2,1,0,7,4,2014
488000,3,2,0,187.66406,0,0,0,2,0,0,5,3,2014
295000,2,1,0,139.3545,1,0,0,1,1,1,8,3,2014
229900,2,2,0,102.1933,0,0,0,1,1,1,10,1,2014
450000,2,2,1,170.01249,0,1,0,1,1,1,9,3,2014
1027375,2,3,1,268.48967,1,1,0,2,1,0,10,1,2014
185000,1,2,0,129.13517,0,0,0,1,0,1,11,1,2014
729000,3,4,0,247.12198,0,0,0,2,1,0,1,3,2015
455000,3,2,1,208.10272,0,0,0,2,1,1,5,2,2014
765000,2,4,0,214.60593,0,0,0,2,1,0,4,4,2015
680000,3,4,0,292.64445,0,0,0,3,0,0,9,4,2014
290000,2,1,1,137.49644,0,0,0,1,0,1,10,1,2014
580000,2,3,1,203.45757,0,0,0,2,1,0,3,4,2015
760000,3,3,0,306.5799,0,0,0,2,1,0,6,4,2014
920000,3,5,0,348.38625,0,0,0,3,0,0,5,4,2014
595000,3,2,1,195.0963,1,1,0,2,1,0,11,3,2014
470000,2,3,0,199.74145,0,0,0,2,1,0,6,2,2014
279000,2,2,1,165.36734,0,0,0,1,1,1,8,1,2014
317000,2,3,0,170.94152,0,0,0,2,1,0,5,2,2014
585000,3,3,0,222.9672,0,0,0,3,1,0,5,3,2014
229000,2,2,0,163.50928,0,0,0,2,0,1,9,2,2014
910000,2,3,1,202.52854,0,0,0,2,1,1,8,4,2014
229950,2,1,0,95.69009,0,0,0,1,1,1,2,1,2015
562000,3,3,0,259.663885,0,0,0,3,0,0,6,2,2014
229500,2,2,0,168.15443,0,0,0,1,1,1,10,1,2014
639000,3,4,0,205.31563,0,0,0,2,1,0,7,4,2014
265000,2,2,0,144.92868,0,0,1,1,1,1,7,1,2014
340000,3,3,0,226.68332,0,0,0,2,1,0,9,1,2014
256000,3,2,0,190.45115,0,0,0,2,1,0,7,1,2014
405000,2,2,0,115.19972,0,0,0,2,0,1,5,4,2014
210000,2,2,0,147.71577,0,0,0,1,1,0,5,1,2014
749950,3,4,0,288.92833,0,0,0,2,1,0,6,3,2014
370000,3,2,1,203.45757,0,0,0,2,1,1,8,2,2014
361500,2,2,0,99.40621,0,0,0,1,1,1,7,4,2014
445000,2,3,1,195.0963,0,1,0,2,1,1,7,1,2014
660000,2,4,0,216.46399,0,0,0,2,1,0,3,3,2015
299000,3,2,1,215.53496,1,0,0,2,0,1,8,2,2014
650000,3,4,1,366.96685,0,0,0,3,1,0,11,2,2014
350000,3,1,1,213.6769,0,0,0,2,1,0,10,3,2014
535500,2,3,0,160.72219,0,0,0,1,1,0,6,3,2014
673200,3,2,0,366.96685,0,0,0,3,0,0,8,4,2014
988990,3,4,0,366.96685,0,0,0,3,1,0,2,4,2015
264500,2,2,0,127.27711,0,0,0,2,1,0,11,2,2014
464000,2,3,1,228.54138,0,0,0,2,1,1,8,2,2014
475000,2,2,1,165.36734,0,0,0,1,1,1,2,2,2015
215000,2,2,0,109.62554,0,0,0,1,0,1,7,1,2014
315000,1,2,0,104.05136,0,0,0,1,0,1,1,2,2015
213500,2,2,0,113.34166,0,0,0,1,0,1,8,1,2014
225000,1,2,0,87.32882,0,0,0,1,0,1,11,1,2014
260000,2,2,0,138.332567,0,0,0,2,1,0,2,1,2015
785000,3,5,0,306.5799,0,0,0,2,1,0,2,4,2015
250000,1,1,1,130.0642,0,0,0,1,0,0,3,1,2015
449500,3,2,1,211.81884,0,0,0,3,0,1,11,2,2014
515000,2,3,0,195.0963,0,0,0,2,1,0,10,4,2014
729999,1,5,1,151.43189,0,0,0,2,1,0,11,3,2014
224500,3,2,0,132.85129,0,0,0,1,0,0,5,1,2014
959000,2,5,0,308.43796,0,0,1,2,1,1,3,2,2015
398000,1,1,0,54.81277,0,0,0,1,0,0,5,2,2014
738950,3,3,0,209.96078,1,0,0,2,1,1,8,4,2014
190000,1,1,0,66.89016,0,0,0,1,0,1,6,2,2014
689800,2,3,1,222.03817,0,0,1,2,1,1,6,2,2014
152500,3,1,0,160.72219,0,0,0,1,0,0,12,1,2014
775000,2,4,0,329.80565,0,0,0,2,1,0,4,4,2015
330000,2,2,0,198.81242,0,0,0,1,0,1,1,2,2015
339900,2,2,0,111.4836,0,0,1,1,0,1,6,2,2014
235000,2,2,0,89.18688,0,0,0,1,0,1,9,2,2014
490000,3,3,1,314.94117,0,0,0,2,1,1,4,3,2015
825000,2,2,1,186.73503,0,0,1,1,1,0,5,3,2015
222000,2,2,0,111.4836,0,0,0,2,0,1,8,1,2014
250000,2,2,0,97.54815,0,0,0,2,0,1,5,1,2015
340500,2,3,1,285.21221,0,0,0,2,1,0,10,1,2014
350000,1,1,1,150.50286,0,0,1,1,0,1,6,2,2014
442000,1,1,0,91.97397,0,1,0,1,0,0,10,2,2014
430000,3,2,1,169.08346,0,0,0,2,1,1,11,2,2014
608000,2,3,1,222.9672,0,0,0,2,0,0,3,2,2015
269950,2,2,1,141.21256,0,0,0,2,1,1,7,2,2014
505000,1,2,1,116.12875,0,0,0,1,0,1,11,3,2014
655000,3,2,1,201.59951,0,0,0,2,1,0,7,3,2014
395000,2,3,0,233.18653,0,0,0,2,1,0,10,1,2014
349000,2,2,1,166.29637,0,0,1,1,1,1,3,1,2015
241450,2,2,0,102.1933,0,0,0,1,0,1,8,2,2014
560000,3,3,1,236.90265,0,0,0,2,1,1,1,4,2015
288000,1,2,0,132.85129,0,0,0,1,1,0,8,2,2014
490000,2,2,1,178.37376,0,1,0,1,1,1,5,2,2014
494000,3,2,1,166.29637,0,0,0,2,1,1,3,2,2015
268000,1,2,1,128.20614,0,0,0,1,0,1,6,2,2014
315000,1,1,0,90.11591,0,0,0,1,0,1,6,2,2014
410000,3,3,1,183.01891,0,0,0,2,0,1,6,2,2014
3e+05,2,3,1,264.77355,0,0,0,3,0,1,2,1,2015
553000,2,2,1,123.56099,0,0,0,1,0,1,4,3,2015
390000,2,2,0,148.6448,0,0,0,1,1,1,12,2,2014
335000,1,3,0,117.98681,0,0,0,1,1,0,1,2,2015
598780,3,2,1,282.42512,0,0,0,2,1,1,2,4,2015
699000,3,5,0,300.07669,0,0,0,2,1,0,4,3,2015
219000,2,1,0,116.12875,0,0,1,1,0,0,3,1,2015
440000,3,3,0,157.00607,0,0,0,1,1,0,12,2,2014
291000,2,2,1,137.49644,0,0,0,2,1,1,1,1,2015
604000,2,2,0,133.78032,0,0,0,1,0,1,2,4,2015
690000,2,3,0,175.58667,0,1,0,2,0,1,12,2,2014
4e+05,2,4,0,172.79958,0,0,0,2,0,1,8,2,2014
235000,3,2,1,134.70935,0,0,0,1,1,0,6,1,2014
440000,2,3,0,189.52212,0,0,0,2,1,0,4,2,2015
282500,2,2,0,155.14801,0,0,0,2,1,0,7,1,2014
505000,2,2,0,128.20614,0,0,0,1,0,0,3,4,2015
865000,2,5,0,283.35415,0,0,0,2,1,0,11,4,2014
630000,3,2,1,269.4187,0,0,0,2,1,0,12,2,2014
425000,2,2,0,156.07704,0,0,0,1,1,0,4,2,2015
282000,3,2,0,222.03817,0,0,0,2,1,0,7,1,2014
285000,2,2,0,180.23182,0,0,0,2,1,0,8,1,2014
210000,1,3,0,92.903,0,0,0,1,1,1,7,1,2014
628000,3,3,0,241.5478,0,0,0,2,1,0,3,2,2015
682000,3,4,0,256.41228,0,0,0,2,1,0,8,2,2014
570000,2,3,1,130.0642,0,0,0,2,0,0,2,4,2015
445000,2,3,0,171.87055,0,0,0,1,1,0,10,4,2014
660000,2,3,1,209.96078,0,0,0,3,0,0,8,3,2014
330000,2,4,0,205.31563,0,0,0,2,1,0,6,1,2014
675000,2,3,1,192.30921,0,1,0,2,1,0,12,3,2014
437500,2,1,0,138.42547,0,0,1,2,0,0,7,3,2014
377000,2,1,0,169.08346,0,0,0,1,1,1,8,3,2014
449500,3,4,0,223.89623,0,0,0,2,1,0,4,1,2015
384205,2,3,0,168.15443,0,0,0,2,1,0,9,3,2014
277950,2,2,0,195.0963,0,0,0,2,1,0,11,1,2014
375000,3,3,0,195.0963,0,0,1,2,1,1,1,2,2015
402000,2,2,1,134.70935,0,0,0,1,1,1,6,2,2014
525000,3,2,1,219.25108,0,0,0,2,1,1,7,4,2014
243000,1,2,1,164.43831,0,0,0,1,0,0,5,1,2014
590000,2,3,0,231.32847,0,0,0,2,1,0,11,4,2014
790000,2,4,0,228.54138,0,0,0,2,1,0,3,3,2015
515000,2,3,0,148.6448,0,0,0,1,1,1,9,4,2014
315000,2,2,1,175.58667,0,0,1,1,1,1,2,2,2015
418800,3,2,1,195.0963,0,0,0,2,1,1,6,2,2014
715000,3,3,1,317.72826,0,1,1,1,1,1,5,2,2014
360000,2,2,1,168.15443,0,0,1,1,1,1,5,1,2015
225000,2,1,0,93.83203,0,0,0,1,0,1,12,1,2014
216000,1,1,0,79.89658,0,0,0,1,0,1,8,1,2014
9e+05,3,3,0,280.56706,1,0,0,3,0,0,6,4,2014
426000,2,2,1,205.31563,1,0,0,2,1,0,4,1,2015
345000,1,2,0,90.11591,0,0,0,1,0,1,10,2,2014
470000,3,3,0,231.32847,0,0,0,1,1,0,2,2,2015
445000,2,3,0,205.31563,0,0,0,2,1,0,9,2,2014
595000,2,3,0,305.65087,0,0,0,2,1,0,6,2,2014
450000,1,2,0,160.72219,0,0,0,2,0,0,5,3,2015
680000,3,3,1,226.68332,0,0,0,3,1,0,3,2,2015
397990,2,2,0,109.62554,0,0,0,1,0,1,6,3,2014
9e+05,2,5,0,315.8702,0,0,0,2,1,0,3,4,2015
224500,2,2,0,120.7739,0,0,0,1,1,1,11,1,2014
345000,2,2,0,157.00607,0,0,0,2,1,0,12,2,2014
453000,1,2,1,107.76748,0,0,0,1,1,0,11,3,2014
1027375,3,4,0,180.23182,0,0,0,2,1,0,12,4,2014
675000,2,5,1,276.85094,0,0,0,3,0,1,5,4,2014
450000,2,2,0,230.39944,0,0,0,2,1,0,10,3,2014
3e+05,1,2,0,106.83845,0,0,0,1,1,0,8,2,2014
890000,3,3,1,257.34131,0,0,0,3,1,1,3,3,2015
525000,3,4,1,366.96685,0,0,0,3,1,0,11,2,2014
171500,2,1,0,106.83845,0,0,0,1,0,0,5,1,2015
623000,2,3,0,190.45115,0,0,0,1,1,1,7,4,2014
550000,2,3,0,176.5157,1,0,0,2,1,0,6,4,2014
330000,2,2,0,122.63196,0,0,0,1,1,0,10,3,2014
355000,2,2,0,147.71577,0,0,0,2,1,0,8,3,2014
863000,3,5,0,366.96685,0,0,0,2,1,0,6,4,2014
289000,1,2,1,191.008568,0,0,0,1,1,1,4,1,2015
1027375,3,4,0,307.50893,1,0,1,2,1,0,6,3,2014
425996,3,4,0,238.574904,0,0,0,2,1,0,4,1,2015
349000,2,2,0,147.71577,0,0,0,1,1,1,5,2,2014
1027375,3,5,1,276.85094,0,1,0,2,1,0,6,4,2014
365000,2,2,0,265.70258,0,0,0,2,1,0,5,2,2015
316000,2,2,0,176.5157,0,0,0,2,1,0,8,2,2014
654000,2,5,1,206.24466,0,0,0,2,1,0,10,3,2014
833000,3,3,1,203.45757,0,1,0,2,1,1,3,4,2015
929000,3,5,0,366.96685,0,0,0,3,1,0,12,4,2014
426000,2,2,0,104.98039,0,0,1,1,0,1,8,4,2014
446250,2,4,0,221.10914,0,0,0,2,1,0,4,2,2015
995000,3,5,1,357.67655,0,1,0,3,1,0,6,4,2014
730000,3,3,1,232.2575,0,0,0,3,0,1,5,4,2015
356000,3,2,0,148.6448,0,0,1,2,0,1,1,2,2015
823000,2,4,0,237.83168,0,0,0,2,1,0,3,4,2015
419900,3,3,1,267.56064,0,0,0,3,1,0,2,2,2015
1027375,2,5,1,201.59951,0,1,0,1,1,1,6,4,2014
482500,3,3,0,273.13482,0,0,0,3,1,0,9,2,2014
550000,2,4,0,271.27676,0,0,0,2,1,0,8,1,2014
219000,2,2,0,111.4836,0,0,0,1,1,1,8,1,2014
465000,2,4,0,190.45115,0,0,0,2,1,0,4,1,2015
640000,3,3,1,228.54138,0,0,0,2,1,1,8,3,2014
980000,3,3,1,301.93475,1,0,0,3,1,0,9,4,2014
390000,2,2,1,157.00607,0,0,0,2,1,1,8,2,2014
1003000,3,2,1,212.74787,0,0,0,2,1,0,5,3,2014
703011,1,3,1,127.27711,0,1,0,1,0,1,10,4,2014
445000,2,3,0,249.90907,0,0,0,2,1,0,12,2,2014
349950,2,3,0,157.9351,0,0,0,2,1,0,5,1,2014
650000,2,3,1,271.27676,0,0,0,1,1,1,6,4,2014
337000,3,3,0,147.71577,0,0,0,2,0,1,7,2,2014
357000,3,2,0,183.94794,0,0,1,2,1,0,1,2,2015
289950,2,2,0,192.30921,0,0,0,2,1,0,10,1,2014
767500,1,3,1,205.31563,0,1,0,1,1,1,12,3,2014
379400,3,2,1,196.95436,0,0,0,1,1,1,11,3,2014
378500,1,2,0,67.81919,0,0,0,1,0,1,6,3,2014
733000,3,2,1,205.31563,0,0,0,2,1,1,3,4,2015
167000,2,2,0,141.21256,0,0,0,2,0,1,9,2,2014
493500,2,3,1,167.2254,0,0,0,1,1,1,2,3,2015
411715,2,2,1,170.94152,0,0,1,1,1,1,6,2,2014
830200,2,3,1,248.98004,0,0,1,2,1,1,3,4,2015
370000,2,3,0,231.32847,0,1,0,2,1,0,10,1,2014
743000,3,4,0,316.79923,0,0,0,2,1,0,12,4,2014
936000,3,5,0,309.36699,0,0,0,2,1,0,4,4,2015
225000,2,2,0,123.56099,0,0,0,1,1,1,6,1,2014
950968,3,3,0,299.14766,0,0,0,3,1,0,3,4,2015
805000,3,4,0,280.56706,0,0,0,2,1,0,8,3,2014
550000,1,2,1,131.92226,0,0,0,1,0,1,5,3,2015
614000,3,3,1,267.56064,0,0,0,2,1,1,11,3,2014
1027375,3,4,1,295.43154,0,1,0,3,1,0,8,4,2014
327000,3,3,0,222.9672,0,0,0,2,1,0,6,1,2014
580500,2,3,0,215.53496,0,0,0,2,1,0,11,3,2014
510000,2,2,1,255.48325,0,0,0,2,1,0,10,2,2014
535000,2,3,0,122.63196,0,0,0,2,1,0,8,3,2014
549000,1,2,0,105.90942,0,0,1,1,0,1,5,4,2014
285000,2,2,0,148.6448,0,0,0,1,1,1,5,1,2015
762400,2,3,1,225.75429,1,1,0,1,1,1,6,4,2014
858450,3,4,0,321.44438,0,0,0,2,1,0,11,4,2014
314000,3,3,0,217.39302,0,0,0,2,1,0,5,2,2014
436000,2,3,1,139.3545,0,0,0,1,1,1,3,3,2015
365000,1,2,0,133.78032,0,0,0,2,0,1,9,3,2014
815000,2,4,0,210.88981,0,0,0,2,0,1,6,4,2014
678500,3,3,0,243.40586,0,0,0,3,0,0,1,2,2015
4e+05,2,2,0,153.28995,0,0,0,2,0,0,2,3,2015
363000,2,2,1,182.08988,0,0,0,1,1,1,3,1,2015
414000,3,3,0,282.889635,0,0,0,3,0,0,7,2,2014
375000,3,3,0,195.0963,0,0,0,2,1,0,8,2,2014
350000,2,2,1,170.94152,0,0,0,2,1,1,9,2,2014
5e+05,3,2,0,238.76071,0,1,0,3,0,0,3,3,2015
459000,3,1,1,219.25108,0,0,1,2,0,1,4,2,2015
480000,3,2,0,200.67048,0,0,0,2,1,0,7,3,2014
520000,2,3,0,132.85129,0,0,0,1,1,0,11,3,2014
625000,3,4,0,277.77997,0,0,0,2,1,0,1,3,2015
471001,2,2,1,167.2254,0,0,1,1,1,1,6,3,2014
1015000,2,3,1,267.56064,1,0,0,3,1,1,11,4,2014
565000,2,2,0,157.9351,0,0,1,2,1,0,8,4,2014
316000,3,2,0,196.95436,0,0,0,1,1,0,5,4,2015
339000,2,2,1,194.16727,0,0,0,2,1,1,7,2,2014
380000,1,1,0,92.903,0,0,0,1,0,1,4,3,2015
376000,1,1,1,81.75464,0,0,0,1,0,1,3,2,2015
5e+05,1,3,1,121.70293,0,0,0,2,1,0,5,3,2014
652000,2,3,1,136.56741,0,0,0,1,0,1,1,4,2015
637800,3,2,1,209.03175,0,0,0,1,1,0,11,3,2014
552000,2,2,1,104.05136,0,0,0,1,0,1,6,3,2014
489500,3,3,1,253.62519,0,0,0,3,1,0,5,2,2015
450000,3,5,1,365.201693,0,0,0,3,1,0,9,1,2014
295000,2,3,0,179.30279,0,0,0,1,1,1,1,1,2015
287000,3,2,0,247.12198,0,0,0,2,1,0,12,1,2014
225000,2,2,0,115.19972,0,0,0,1,1,1,3,2,2015
515500,3,4,0,271.27676,0,0,0,2,1,0,6,2,2014
303000,2,3,0,124.49002,0,0,0,2,1,0,3,2,2015
157500,1,1,0,68.74822,0,0,0,1,0,1,5,1,2014
8e+05,3,5,0,235.97362,0,0,0,3,1,0,10,4,2014
270000,3,2,0,250.931003,0,0,0,2,1,0,10,1,2014
620000,2,3,1,164.995728,0,0,0,2,1,0,4,3,2015
505000,3,3,1,276.85094,0,0,0,2,1,1,10,2,2014
597500,2,2,0,243.40586,0,0,0,2,1,0,10,4,2014
432500,2,2,0,208.10272,0,0,0,2,1,0,6,3,2014
250000,2,2,0,108.69651,0,0,0,2,0,1,5,1,2014
499900,2,3,0,195.0963,0,0,0,2,1,0,3,3,2015
269800,3,3,0,170.01249,0,0,0,2,1,0,7,1,2014
575000,1,2,0,130.0642,0,0,0,1,1,0,2,3,2015
359950,3,3,0,236.159426,0,0,0,2,1,0,10,1,2014
750000,3,4,0,305.65087,0,0,0,2,1,0,12,4,2014
530000,2,3,1,143.99965,0,0,0,3,1,0,3,3,2015
819000,2,2,0,120.7739,0,0,0,1,0,0,4,4,2015
437000,3,2,1,157.9351,0,0,0,1,1,1,2,4,2015
562000,3,2,1,191.38018,1,0,0,1,1,0,11,4,2014
330000,3,3,0,226.68332,0,0,0,2,1,0,12,1,2014
489000,2,2,1,94.76106,0,0,0,1,1,1,6,3,2014
515000,2,2,0,157.00607,0,0,1,2,0,0,12,3,2014
461000,2,2,0,157.00607,0,0,0,2,1,0,2,4,2015
757000,2,4,0,296.36057,0,0,0,3,1,0,5,3,2014
360000,3,2,0,170.94152,0,0,0,2,1,0,2,1,2015
219950,1,2,0,91.97397,0,0,0,1,0,1,7,1,2014
808000,3,4,0,232.2575,0,0,0,2,1,0,7,4,2014
220000,3,2,0,117.05778,0,0,0,1,0,0,9,1,2014
265000,2,2,0,175.58667,0,0,0,2,1,0,3,1,2015
375000,1,2,1,114.27069,0,0,0,1,0,0,6,3,2014
170000,2,1,0,73.39337,0,0,0,1,0,1,3,1,2015
266490,2,2,0,168.15443,0,0,0,2,1,0,11,1,2014
266000,3,3,0,185.341485,0,0,0,2,1,0,7,1,2014
2e+05,1,1,0,130.0642,0,0,0,1,0,0,1,1,2015
715000,2,4,0,257.34131,0,0,0,2,1,0,4,4,2015
421000,1,2,0,130.0642,0,0,1,1,1,1,9,2,2014
864000,3,5,0,296.36057,0,0,0,2,1,0,12,4,2014
555000,1,3,0,181.16085,0,0,0,2,1,0,9,3,2014
870000,3,4,1,258.27034,0,0,0,1,1,1,3,4,2015
749000,2,4,0,248.05101,0,0,0,2,1,0,6,4,2014
354500,2,2,0,106.83845,0,0,0,1,0,0,3,2,2015
477500,3,4,0,261.521945,0,0,0,3,1,0,4,1,2015
560000,2,3,0,105.90942,0,0,0,1,0,1,10,3,2014
261950,2,2,0,174.65764,0,0,0,2,1,0,12,1,2014
360000,2,2,1,197.88339,0,0,0,2,1,1,7,1,2014
350000,1,1,0,83.6127,0,0,0,1,0,1,8,2,2014
290000,2,2,0,135.63838,0,0,0,1,1,1,10,2,2014
429000,3,2,0,170.94152,0,0,0,2,1,0,8,4,2014
255000,2,2,0,124.49002,0,0,0,1,0,0,12,2,2014
502000,3,3,0,189.52212,0,0,0,2,1,0,5,2,2014
750000,2,4,0,222.9672,0,0,0,2,1,0,5,4,2015
379950,2,3,0,189.52212,0,0,0,1,1,1,7,2,2014
